vehiculo_id,hora_salida,zona_origen,zona_destino,tiempo_viaje_min
V0331,16,Oriente,Norte,74
V0031,22,Poniente,Centro,28
V0291,5,Centro,Oriente,6
V0470,6,Poniente,Centro,78
V0171,3,Norte,Centro,35
V0184,19,Oriente,Sur,48
V0029,8,Sur,Poniente,38
V0215,18,Centro,Oriente,58
V0442,12,Centro,Sur,6
V0064,8,Poniente,Norte,82
V0447,4,Poniente,Norte,31
V0051,21,Sur,Oriente,48
V0345,8,Poniente,Norte,10
V0084,23,Norte,Oriente,85
V0005,2,Norte,Poniente,28
V0204,3,Norte,Centro,7
V0254,18,Oriente,Norte,26
V0375,5,Norte,Poniente,52
V0474,22,Sur,Norte,45
V0372,7,Norte,Poniente,74
V0479,4,Centro,Poniente,24
V0413,20,Centro,Oriente,81
V0157,13,Sur,Oriente,81
V0217,21,Poniente,Oriente,89
V0457,17,Oriente,Sur,66
V0164,16,Norte,Sur,42
V0336,19,Norte,Poniente,19
V0040,9,Norte,Centro,19
V0287,16,Centro,Norte,66
V0143,4,Centro,Poniente,7
V0323,10,Centro,Oriente,70
V0460,23,Poniente,Centro,10
V0152,18,Poniente,Oriente,33
V0020,11,Poniente,Norte,59
V0090,21,Sur,Poniente,23
V0424,23,Centro,Sur,17
V0414,21,Oriente,Sur,88
V0024,2,Centro,Sur,26
V0368,21,Norte,Poniente,87
V0207,18,Norte,Sur,44
V0476,15,Sur,Norte,39
V0182,23,Norte,Oriente,15
V0280,1,Sur,Oriente,44
V0435,19,Centro,Sur,74
V0378,21,Centro,Oriente,61
V0084,13,Poniente,Sur,13
V0496,20,Oriente,Centro,52
V0141,23,Centro,Norte,37
V0119,13,Sur,Norte,65
V0290,12,Norte,Poniente,23
V0437,20,Poniente,Norte,82
V0497,17,Centro,Sur,34
V0316,21,Poniente,Norte,50
V0005,21,Poniente,Centro,55
V0048,4,Oriente,Centro,37
V0335,22,Sur,Norte,24
V0276,16,Sur,Norte,37
V0463,17,Norte,Poniente,37
V0345,14,Sur,Oriente,13
V0335,18,Poniente,Norte,23
V0348,16,Poniente,Norte,42
V0088,3,Centro,Poniente,57
V0236,22,Oriente,Centro,5
V0156,0,Sur,Norte,72
V0261,4,Oriente,Norte,81
V0198,15,Norte,Oriente,11
V0133,21,Sur,Norte,44
V0132,23,Norte,Centro,74
V0385,11,Oriente,Centro,57
V0118,16,Sur,Poniente,76
V0010,21,Norte,Centro,39
V0108,5,Poniente,Sur,54
V0396,13,Sur,Oriente,84
V0122,23,Sur,Centro,41
V0336,19,Centro,Poniente,46
V0029,21,Centro,Sur,13
V0390,21,Norte,Poniente,66
V0173,6,Sur,Centro,26
V0050,6,Oriente,Poniente,10
V0172,18,Sur,Poniente,54
V0152,23,Sur,Norte,39
V0088,15,Sur,Centro,34
V0185,22,Oriente,Sur,65
V0332,9,Oriente,Poniente,60
V0123,20,Oriente,Poniente,88
V0086,15,Poniente,Sur,63
V0075,17,Centro,Oriente,20
V0260,6,Centro,Poniente,39
V0239,22,Poniente,Norte,78
V0128,17,Poniente,Centro,84
V0235,3,Norte,Sur,65
V0403,22,Norte,Centro,83
V0171,17,Oriente,Norte,47
V0274,11,Centro,Poniente,37
V0334,11,Sur,Norte,12
V0469,22,Sur,Poniente,39
V0038,13,Sur,Poniente,27
V0184,3,Norte,Poniente,76
V0093,16,Sur,Oriente,69
V0257,22,Centro,Poniente,56
V0248,14,Centro,Poniente,34
V0061,5,Centro,Poniente,16
V0240,19,Poniente,Norte,62
V0440,15,Sur,Norte,21
V0015,3,Centro,Oriente,43
V0240,13,Poniente,Norte,22
V0485,12,Norte,Oriente,66
V0408,23,Norte,Sur,45
V0170,9,Centro,Sur,10
V0102,5,Norte,Centro,5
V0418,12,Poniente,Centro,8
V0060,8,Sur,Centro,8
V0079,7,Poniente,Sur,8
V0037,2,Oriente,Sur,54
V0445,20,Sur,Centro,58
V0322,17,Centro,Poniente,41
V0395,6,Norte,Centro,49
V0295,1,Poniente,Centro,61
V0387,7,Oriente,Centro,36
V0472,9,Oriente,Centro,12
V0153,2,Poniente,Oriente,85
V0292,4,Norte,Poniente,62
V0173,19,Sur,Centro,7
V0328,1,Sur,Oriente,85
V0368,16,Sur,Norte,25
V0214,1,Sur,Norte,85
V0377,9,Centro,Sur,74
V0077,3,Norte,Centro,54
V0107,16,Centro,Oriente,5
V0037,17,Poniente,Sur,14
V0122,1,Oriente,Norte,69
V0469,10,Norte,Centro,83
V0383,21,Sur,Centro,75
V0101,7,Norte,Centro,27
V0393,9,Poniente,Centro,62
V0404,10,Centro,Oriente,24
V0370,4,Poniente,Norte,35
V0062,20,Centro,Oriente,50
V0084,6,Oriente,Sur,78
V0398,8,Oriente,Centro,43
V0450,2,Oriente,Sur,52
V0295,12,Oriente,Centro,64
V0023,4,Oriente,Sur,16
V0402,13,Sur,Norte,78
V0069,3,Centro,Norte,27
V0207,8,Sur,Oriente,58
V0446,23,Centro,Oriente,16
V0036,8,Poniente,Oriente,46
V0385,17,Oriente,Sur,12
V0398,12,Sur,Poniente,15
V0346,3,Poniente,Norte,35
V0167,0,Norte,Sur,69
V0351,5,Sur,Norte,10
V0164,19,Norte,Sur,61
V0347,1,Oriente,Poniente,21
V0127,8,Oriente,Sur,40
V0410,7,Poniente,Centro,54
V0274,9,Poniente,Norte,68
V0488,7,Norte,Centro,75
V0273,21,Poniente,Sur,43
V0144,16,Poniente,Sur,18
V0495,3,Poniente,Norte,53
V0258,11,Oriente,Centro,60
V0426,16,Oriente,Sur,21
V0245,22,Poniente,Norte,42
V0250,2,Centro,Oriente,15
V0225,16,Oriente,Centro,17
V0360,1,Oriente,Norte,32
V0046,13,Norte,Poniente,70
V0005,12,Norte,Centro,75
V0028,16,Poniente,Centro,53
V0499,13,Sur,Oriente,88
V0410,6,Sur,Poniente,54
V0273,13,Sur,Norte,6
V0402,1,Norte,Centro,9
V0239,7,Sur,Centro,44
V0164,21,Poniente,Centro,27
V0272,12,Oriente,Sur,68
V0041,15,Oriente,Centro,25
V0244,11,Poniente,Centro,85
V0499,3,Centro,Poniente,65
V0335,10,Centro,Sur,54
V0099,2,Oriente,Centro,76
V0485,20,Sur,Centro,43
V0114,23,Sur,Oriente,14
V0209,4,Centro,Norte,66
V0459,3,Sur,Oriente,54
V0239,11,Sur,Poniente,16
V0214,15,Centro,Norte,12
V0458,15,Norte,Sur,32
V0055,12,Oriente,Norte,28
V0024,1,Norte,Poniente,45
V0335,8,Poniente,Centro,74
V0087,7,Centro,Oriente,68
V0350,1,Norte,Sur,50
V0169,0,Poniente,Sur,85
V0062,16,Centro,Sur,38
V0046,0,Sur,Poniente,11
V0034,6,Norte,Sur,11
V0144,15,Oriente,Norte,36
V0182,6,Oriente,Poniente,26
V0168,12,Sur,Centro,70
V0368,18,Centro,Poniente,42
V0235,8,Oriente,Norte,6
V0230,16,Oriente,Norte,52
V0044,16,Poniente,Centro,26
V0293,13,Centro,Poniente,17
V0316,7,Oriente,Sur,53
V0435,18,Oriente,Norte,49
V0014,3,Poniente,Oriente,76
V0016,1,Oriente,Norte,87
V0143,2,Sur,Poniente,87
V0305,14,Norte,Centro,62
V0354,19,Poniente,Norte,32
V0366,22,Norte,Centro,76
V0315,8,Centro,Norte,22
V0180,11,Norte,Poniente,23
V0181,12,Poniente,Norte,25
V0180,6,Centro,Sur,46
V0013,20,Norte,Oriente,43
V0030,6,Centro,Oriente,29
V0272,6,Poniente,Oriente,9
V0390,11,Centro,Sur,46
V0394,15,Centro,Norte,28
V0169,8,Poniente,Sur,13
V0104,7,Poniente,Sur,83
V0267,19,Poniente,Norte,14
V0302,12,Poniente,Norte,54
V0416,3,Sur,Centro,71
V0287,23,Oriente,Sur,51
V0300,14,Poniente,Centro,44
V0401,1,Sur,Centro,14
V0389,15,Poniente,Centro,50
V0306,10,Centro,Sur,84
V0276,3,Oriente,Sur,67
V0465,8,Norte,Sur,42
V0211,23,Sur,Oriente,84
V0486,13,Poniente,Centro,23
V0028,3,Centro,Poniente,54
V0415,0,Oriente,Norte,58
V0405,11,Sur,Poniente,53
V0089,9,Norte,Sur,11
V0264,14,Sur,Norte,33
V0361,21,Norte,Sur,25
V0398,19,Norte,Poniente,20
V0169,21,Oriente,Sur,20
V0402,18,Norte,Centro,50
V0483,16,Poniente,Norte,53
V0032,10,Oriente,Norte,43
V0086,3,Norte,Oriente,13
V0105,10,Centro,Sur,64
V0325,22,Norte,Sur,69
V0093,17,Oriente,Poniente,27
V0170,11,Oriente,Sur,43
V0401,22,Sur,Poniente,18
V0174,7,Norte,Oriente,33
V0357,17,Sur,Norte,15
V0065,12,Poniente,Oriente,61
V0312,8,Centro,Oriente,24
V0325,11,Sur,Centro,27
V0053,23,Centro,Norte,60
V0427,7,Norte,Centro,81
V0304,16,Sur,Norte,61
V0415,5,Sur,Oriente,8
V0039,23,Norte,Poniente,85
V0378,14,Poniente,Centro,5
V0154,21,Poniente,Oriente,48
V0437,19,Sur,Centro,42
V0024,6,Sur,Centro,61
V0331,21,Sur,Centro,6
V0297,3,Oriente,Sur,24
V0437,11,Poniente,Oriente,13
V0415,15,Oriente,Poniente,62
V0388,1,Centro,Norte,24
V0170,21,Norte,Sur,86
V0041,1,Centro,Oriente,61
V0125,15,Norte,Sur,40
V0312,14,Poniente,Norte,29
V0021,12,Poniente,Centro,9
V0474,7,Norte,Centro,70
V0179,23,Norte,Poniente,16
V0460,6,Centro,Sur,68
V0478,4,Sur,Norte,42
V0144,19,Norte,Poniente,84
V0300,22,Sur,Oriente,85
V0213,17,Poniente,Oriente,60
V0486,20,Oriente,Poniente,90
V0485,10,Poniente,Sur,77
V0472,1,Poniente,Norte,16
V0039,15,Centro,Norte,43
V0298,18,Sur,Poniente,45
V0427,20,Poniente,Centro,46
V0270,21,Sur,Oriente,71
V0017,4,Norte,Oriente,70
V0317,6,Centro,Sur,7
V0334,19,Centro,Oriente,68
V0029,16,Centro,Poniente,71
V0317,3,Poniente,Norte,56
V0257,11,Centro,Poniente,82
V0403,4,Oriente,Sur,26
V0484,18,Poniente,Sur,90
V0358,8,Centro,Poniente,60
V0133,1,Oriente,Poniente,42
V0337,22,Poniente,Sur,59
V0178,9,Sur,Oriente,32
V0339,11,Sur,Centro,32
V0305,8,Poniente,Norte,65
V0179,8,Centro,Poniente,75
V0447,7,Norte,Centro,17
V0225,18,Norte,Oriente,79
V0154,14,Poniente,Centro,49
V0344,20,Poniente,Centro,38
V0001,14,Norte,Poniente,14
V0072,22,Oriente,Poniente,11
V0097,13,Norte,Centro,86
V0456,15,Centro,Oriente,65
V0397,15,Sur,Oriente,37
V0366,13,Sur,Centro,79
V0362,22,Oriente,Centro,44
V0237,23,Centro,Norte,7
V0194,4,Centro,Norte,22
V0116,8,Oriente,Poniente,42
V0463,10,Centro,Oriente,67
V0446,4,Centro,Sur,10
V0010,6,Poniente,Norte,45
V0300,18,Sur,Norte,63
V0415,6,Oriente,Sur,67
V0486,0,Oriente,Centro,79
V0176,18,Sur,Oriente,12
V0352,22,Norte,Centro,47
V0041,18,Poniente,Centro,34
V0415,17,Sur,Oriente,84
V0414,3,Norte,Poniente,21
V0140,5,Centro,Norte,66
V0052,1,Sur,Oriente,56
V0112,6,Poniente,Centro,75
V0498,18,Poniente,Centro,89
V0308,20,Poniente,Norte,59
V0319,14,Oriente,Centro,75
V0496,15,Oriente,Poniente,19
V0317,20,Sur,Centro,61
V0080,16,Norte,Centro,81
V0327,21,Norte,Poniente,78
V0302,12,Oriente,Sur,87
V0078,9,Centro,Poniente,51
V0033,23,Oriente,Sur,5
V0126,11,Oriente,Centro,39
V0361,15,Poniente,Norte,70
V0233,4,Poniente,Centro,82
V0062,21,Norte,Oriente,77
V0279,19,Centro,Poniente,54
V0213,13,Poniente,Norte,32
V0106,6,Poniente,Norte,43
V0397,14,Sur,Centro,64
V0256,5,Poniente,Sur,17
V0127,12,Oriente,Centro,35
V0231,11,Norte,Sur,74
V0298,12,Poniente,Norte,65
V0153,14,Poniente,Sur,79
V0097,10,Norte,Poniente,7
V0283,17,Oriente,Sur,14
V0180,15,Centro,Norte,34
V0336,2,Norte,Poniente,7
V0382,6,Oriente,Sur,86
V0394,5,Poniente,Centro,90
V0118,11,Centro,Oriente,15
V0267,17,Oriente,Poniente,32
V0211,23,Oriente,Poniente,80
V0273,0,Poniente,Oriente,43
V0317,17,Sur,Poniente,85
V0012,3,Poniente,Centro,82
V0268,23,Norte,Sur,6
V0442,2,Oriente,Poniente,29
V0358,3,Norte,Sur,33
V0339,9,Norte,Centro,51
V0229,23,Oriente,Centro,29
V0116,15,Centro,Sur,87
V0071,7,Poniente,Centro,39
V0404,2,Oriente,Sur,82
V0062,8,Centro,Norte,54
V0041,19,Poniente,Sur,17
V0255,21,Centro,Norte,86
V0446,22,Oriente,Norte,15
V0351,6,Poniente,Norte,36
V0021,17,Centro,Oriente,23
V0204,1,Oriente,Norte,45
V0359,7,Centro,Sur,29
V0322,21,Poniente,Sur,15
V0034,15,Oriente,Sur,72
V0200,10,Oriente,Norte,11
V0485,2,Sur,Centro,29
V0399,18,Norte,Sur,42
V0210,15,Centro,Oriente,74
V0304,3,Centro,Oriente,35
V0085,23,Centro,Oriente,56
V0330,1,Sur,Norte,41
V0013,14,Centro,Poniente,14
V0334,20,Oriente,Poniente,27
V0194,3,Sur,Norte,40
V0005,9,Sur,Norte,85
V0130,5,Sur,Poniente,66
V0017,5,Norte,Poniente,82
V0496,7,Norte,Oriente,10
V0139,17,Oriente,Centro,60
V0017,3,Norte,Poniente,53
V0128,3,Norte,Poniente,10
V0495,3,Poniente,Sur,37
V0448,1,Centro,Norte,66
V0436,21,Centro,Norte,18
V0021,11,Centro,Norte,12
V0281,15,Centro,Oriente,83
V0407,2,Norte,Oriente,59
V0419,16,Centro,Norte,17
V0396,6,Oriente,Sur,53
V0200,10,Poniente,Oriente,68
V0449,19,Poniente,Oriente,64
V0072,19,Sur,Oriente,12
V0005,9,Norte,Oriente,82
V0218,15,Norte,Poniente,28
V0398,9,Centro,Oriente,11
V0485,21,Poniente,Norte,41
V0306,15,Norte,Oriente,21
V0340,14,Sur,Oriente,37
V0443,13,Poniente,Oriente,57
V0119,4,Poniente,Oriente,10
V0324,0,Centro,Norte,56
V0348,4,Norte,Oriente,36
V0375,11,Sur,Norte,54
V0487,7,Centro,Norte,25
V0464,7,Sur,Oriente,48
V0010,5,Poniente,Oriente,54
V0117,6,Poniente,Norte,7
V0430,8,Centro,Sur,35
V0312,8,Poniente,Oriente,31
V0226,4,Poniente,Oriente,27
V0376,9,Centro,Sur,66
V0416,6,Poniente,Oriente,82
V0129,20,Oriente,Poniente,48
V0163,2,Oriente,Sur,70
V0500,5,Sur,Poniente,56
V0213,15,Sur,Norte,64
V0038,2,Sur,Poniente,49
V0176,23,Sur,Centro,5
V0038,10,Poniente,Sur,28
V0331,6,Norte,Sur,80
V0470,10,Norte,Centro,84
V0321,10,Norte,Sur,10
V0478,8,Poniente,Oriente,75
V0187,10,Oriente,Poniente,76
V0085,19,Centro,Oriente,46
V0112,0,Poniente,Centro,26
V0108,19,Norte,Oriente,32
V0126,9,Centro,Oriente,32
V0166,10,Oriente,Centro,8
V0047,9,Norte,Poniente,33
V0281,11,Centro,Poniente,29
V0092,23,Poniente,Norte,31
V0001,6,Oriente,Poniente,9
V0412,18,Norte,Sur,60
V0186,16,Centro,Poniente,79
V0126,5,Oriente,Poniente,70
V0334,2,Sur,Oriente,54
V0116,13,Norte,Sur,40
V0090,5,Norte,Oriente,11
V0479,6,Poniente,Centro,88
V0317,1,Centro,Sur,21
V0446,11,Norte,Poniente,46
V0496,17,Sur,Norte,67
V0149,22,Oriente,Sur,86
V0408,1,Oriente,Centro,88
V0137,17,Poniente,Norte,83
V0264,16,Sur,Centro,84
V0267,6,Norte,Sur,43
V0164,23,Oriente,Norte,11
V0229,20,Norte,Oriente,39
V0327,23,Sur,Poniente,49
V0114,7,Oriente,Norte,18
V0105,7,Poniente,Oriente,40
V0196,10,Centro,Norte,90
V0039,18,Sur,Norte,48
V0378,17,Norte,Centro,81
V0328,10,Norte,Poniente,22
V0348,20,Sur,Oriente,31
V0487,15,Oriente,Centro,89
V0494,19,Norte,Oriente,68
V0348,17,Centro,Poniente,30
V0021,20,Oriente,Centro,38
V0061,1,Oriente,Poniente,5
V0212,18,Centro,Sur,81
V0323,3,Centro,Oriente,20
V0041,0,Poniente,Centro,48
V0438,11,Poniente,Oriente,59
V0119,11,Sur,Norte,30
V0168,22,Oriente,Norte,84
V0057,19,Poniente,Oriente,22
V0248,12,Oriente,Poniente,18
V0287,10,Norte,Centro,61
V0201,15,Sur,Norte,50
V0448,6,Sur,Poniente,42
V0138,3,Norte,Centro,41
V0429,4,Poniente,Centro,56
V0179,17,Poniente,Norte,46
V0205,19,Oriente,Centro,66
V0305,17,Oriente,Sur,28
V0393,12,Sur,Centro,12
V0347,12,Sur,Centro,78
V0360,3,Oriente,Centro,37
V0110,6,Oriente,Norte,50
V0334,9,Centro,Norte,49
V0319,13,Centro,Norte,32
V0047,13,Sur,Poniente,87
V0314,13,Norte,Poniente,18
V0176,12,Centro,Norte,63
V0074,3,Norte,Centro,48
V0244,21,Sur,Norte,55
V0355,9,Norte,Centro,23
V0491,20,Sur,Centro,16
V0192,10,Poniente,Centro,33
V0197,21,Poniente,Oriente,58
V0226,13,Sur,Norte,10
V0031,15,Norte,Oriente,75
V0101,1,Centro,Norte,11
V0081,4,Poniente,Centro,54
V0160,1,Centro,Poniente,87
V0253,10,Sur,Oriente,69
V0190,7,Norte,Centro,24
V0261,12,Centro,Oriente,60
V0386,7,Centro,Poniente,78
V0214,14,Centro,Norte,64
V0444,0,Oriente,Norte,62
V0130,16,Poniente,Centro,27
V0489,8,Centro,Oriente,86
V0478,18,Sur,Oriente,17
V0106,19,Oriente,Centro,34
V0457,16,Oriente,Centro,8
V0186,21,Poniente,Norte,71
V0319,9,Sur,Poniente,50
V0269,23,Centro,Sur,49
V0373,9,Poniente,Centro,63
V0362,5,Oriente,Poniente,27
V0292,4,Poniente,Centro,63
V0284,16,Centro,Sur,28
V0212,22,Centro,Sur,62
V0349,9,Centro,Norte,70
V0012,8,Poniente,Sur,72
V0271,0,Poniente,Norte,33
V0253,19,Centro,Norte,13
V0055,5,Norte,Oriente,79
V0411,13,Norte,Oriente,7
V0214,4,Poniente,Oriente,60
V0019,3,Oriente,Poniente,85
V0013,13,Norte,Sur,74
V0280,11,Norte,Sur,88
V0286,13,Oriente,Poniente,52
V0340,12,Sur,Centro,89
V0498,19,Oriente,Poniente,45
V0382,22,Centro,Poniente,20
V0375,21,Sur,Norte,72
V0375,12,Sur,Oriente,10
V0339,1,Oriente,Sur,73
V0481,4,Centro,Poniente,69
V0459,7,Oriente,Sur,48
V0472,9,Poniente,Sur,84
V0267,10,Centro,Poniente,29
V0256,16,Sur,Poniente,77
V0432,10,Norte,Centro,25
V0090,22,Sur,Oriente,5
V0114,9,Norte,Centro,58
V0244,14,Oriente,Poniente,48
V0035,18,Norte,Oriente,31
V0201,20,Norte,Centro,32
V0289,12,Centro,Poniente,64
V0113,12,Oriente,Centro,77
V0075,1,Oriente,Centro,14
V0162,4,Centro,Sur,8
V0442,7,Centro,Poniente,19
V0412,19,Sur,Poniente,69
V0462,16,Sur,Norte,8
V0044,3,Poniente,Sur,89
V0377,17,Centro,Poniente,19
V0055,12,Sur,Oriente,44
V0052,13,Sur,Poniente,82
V0367,3,Sur,Oriente,81
V0398,22,Poniente,Oriente,53
V0376,20,Poniente,Oriente,9
V0253,2,Oriente,Poniente,7
V0465,17,Oriente,Poniente,83
V0464,16,Centro,Sur,66
V0071,23,Oriente,Norte,30
V0020,18,Oriente,Poniente,35
V0344,21,Oriente,Sur,13
V0453,1,Centro,Poniente,37
V0378,1,Norte,Sur,90
V0292,13,Centro,Poniente,8
V0030,16,Centro,Poniente,55
V0008,10,Norte,Oriente,22
V0396,17,Centro,Poniente,25
V0302,23,Oriente,Sur,28
V0471,5,Centro,Sur,18
V0229,15,Sur,Norte,32
V0323,17,Oriente,Sur,8
V0060,6,Sur,Oriente,68
V0175,14,Norte,Poniente,45
V0020,13,Norte,Oriente,82
V0106,19,Oriente,Poniente,81
V0310,5,Poniente,Norte,32
V0460,19,Norte,Centro,60
V0251,10,Norte,Sur,56
V0235,0,Poniente,Centro,60
V0269,9,Sur,Centro,86
V0388,3,Poniente,Centro,37
V0406,10,Oriente,Norte,78
V0250,6,Sur,Poniente,83
V0465,2,Sur,Oriente,52
V0332,11,Oriente,Poniente,25
V0023,19,Oriente,Norte,52
V0132,18,Poniente,Oriente,65
V0360,2,Norte,Poniente,89
V0416,15,Centro,Norte,10
V0017,14,Oriente,Centro,9
V0423,15,Centro,Poniente,44
V0464,6,Centro,Norte,28
V0033,6,Poniente,Oriente,27
V0229,2,Sur,Norte,20
V0178,13,Oriente,Sur,78
V0278,16,Poniente,Oriente,44
V0234,19,Oriente,Poniente,52
V0282,15,Poniente,Sur,66
V0322,8,Centro,Sur,83
V0384,5,Oriente,Sur,70
V0002,5,Poniente,Oriente,53
V0268,12,Centro,Norte,36
V0426,21,Sur,Centro,68
V0440,20,Oriente,Sur,40
V0343,23,Oriente,Norte,13
V0197,10,Poniente,Centro,27
V0318,11,Poniente,Sur,71
V0449,17,Poniente,Sur,82
V0386,22,Centro,Poniente,25
V0469,7,Norte,Poniente,61
V0445,12,Norte,Oriente,10
V0393,20,Norte,Oriente,86
V0092,22,Centro,Oriente,77
V0396,15,Poniente,Norte,5
V0489,9,Poniente,Sur,48
V0452,10,Sur,Norte,13
V0286,22,Sur,Norte,22
V0167,0,Poniente,Centro,37
V0011,4,Oriente,Norte,84
V0063,9,Oriente,Centro,26
V0387,9,Oriente,Poniente,20
V0468,2,Poniente,Sur,33
V0384,21,Sur,Oriente,69
V0457,8,Sur,Oriente,34
V0426,11,Norte,Sur,75
V0214,22,Norte,Poniente,38
V0242,5,Poniente,Norte,8
V0272,18,Oriente,Sur,78
V0041,10,Centro,Norte,29
V0013,4,Poniente,Centro,12
V0205,1,Oriente,Sur,73
V0038,13,Poniente,Norte,35
V0106,4,Poniente,Centro,44
V0414,18,Sur,Poniente,25
V0160,5,Poniente,Sur,59
V0123,0,Poniente,Norte,88
V0033,11,Sur,Poniente,69
V0322,0,Centro,Sur,31
V0011,18,Oriente,Centro,50
V0158,14,Sur,Norte,77
V0223,21,Oriente,Poniente,18
V0407,11,Sur,Norte,13
V0276,21,Norte,Centro,10
V0479,8,Sur,Oriente,39
V0274,15,Sur,Oriente,27
V0440,19,Oriente,Centro,72
V0174,9,Sur,Norte,75
V0238,15,Poniente,Centro,57
V0303,15,Sur,Centro,58
V0128,1,Oriente,Norte,17
V0122,14,Centro,Sur,62
V0384,5,Centro,Poniente,27
V0063,20,Poniente,Centro,63
V0438,11,Oriente,Sur,23
V0229,21,Norte,Centro,43
V0214,19,Centro,Poniente,15
V0443,1,Sur,Centro,35
V0396,9,Oriente,Sur,11
V0325,13,Sur,Oriente,47
V0148,17,Sur,Poniente,66
V0496,2,Sur,Norte,40
V0003,19,Sur,Oriente,18
V0390,0,Centro,Sur,79
V0228,1,Oriente,Poniente,55
V0165,16,Poniente,Oriente,16
V0215,8,Poniente,Centro,66
V0449,11,Norte,Oriente,18
V0500,9,Oriente,Norte,25
V0410,6,Norte,Oriente,81
V0242,23,Oriente,Sur,63
V0220,23,Sur,Poniente,17
V0462,7,Sur,Oriente,34
V0153,14,Centro,Norte,31
V0377,10,Sur,Oriente,20
V0251,13,Centro,Oriente,82
V0183,4,Oriente,Centro,45
V0433,15,Oriente,Sur,68
V0388,15,Centro,Poniente,40
V0416,12,Poniente,Centro,14
V0211,5,Sur,Norte,73
V0284,16,Poniente,Centro,5
V0306,4,Oriente,Centro,61
V0347,10,Sur,Centro,9
V0360,7,Poniente,Centro,11
V0407,0,Norte,Oriente,45
V0188,16,Poniente,Oriente,26
V0024,9,Oriente,Poniente,57
V0303,10,Sur,Oriente,61
V0029,12,Sur,Centro,6
V0382,1,Norte,Sur,82
V0138,4,Centro,Poniente,36
V0060,1,Norte,Centro,78
V0173,20,Oriente,Poniente,43
V0346,2,Norte,Sur,70
V0449,18,Sur,Poniente,48
V0208,3,Sur,Norte,54
V0240,14,Oriente,Norte,84
V0398,9,Centro,Poniente,52
V0029,23,Sur,Oriente,79
V0171,4,Sur,Poniente,41
V0481,14,Oriente,Sur,55
V0437,21,Sur,Norte,60
V0294,20,Oriente,Sur,64
V0030,16,Oriente,Centro,48
V0055,9,Norte,Sur,90
V0421,23,Poniente,Centro,24
V0175,9,Centro,Sur,48
V0112,22,Norte,Sur,54
V0340,22,Poniente,Sur,58
V0074,6,Centro,Poniente,66
V0011,2,Norte,Oriente,52
V0431,20,Oriente,Norte,46
V0043,18,Oriente,Sur,59
V0087,16,Sur,Poniente,18
V0182,6,Oriente,Sur,89
V0095,7,Oriente,Sur,60
V0233,5,Poniente,Sur,75
V0140,10,Oriente,Poniente,11
V0467,18,Poniente,Norte,81
V0164,14,Centro,Norte,8
V0207,4,Norte,Oriente,45
V0382,18,Poniente,Centro,37
V0287,17,Poniente,Norte,81
V0371,3,Norte,Poniente,61
V0047,14,Sur,Oriente,59
V0296,21,Norte,Centro,63
V0227,5,Sur,Centro,29
V0381,11,Sur,Oriente,82
V0297,1,Poniente,Centro,8
V0035,5,Oriente,Poniente,29
V0140,23,Sur,Centro,27
V0023,7,Centro,Poniente,75
V0331,17,Poniente,Sur,34
V0330,5,Sur,Oriente,49
V0043,2,Centro,Poniente,82
V0085,3,Poniente,Centro,24
V0003,11,Centro,Oriente,70
V0070,4,Sur,Poniente,46
V0129,14,Norte,Poniente,77
V0253,7,Oriente,Centro,50
V0191,13,Centro,Poniente,9
V0062,4,Poniente,Norte,83
V0027,22,Centro,Sur,26
V0273,12,Norte,Oriente,48
V0260,11,Poniente,Norte,79
V0421,1,Oriente,Poniente,88
V0065,2,Oriente,Centro,7
V0311,23,Norte,Centro,45
V0102,11,Oriente,Norte,55
V0363,17,Oriente,Sur,51
V0408,8,Sur,Oriente,19
V0386,3,Oriente,Centro,29
V0179,20,Sur,Poniente,45
V0242,12,Norte,Sur,35
V0255,19,Poniente,Sur,70
V0389,19,Centro,Norte,10
V0481,10,Oriente,Norte,49
V0179,20,Poniente,Centro,14
V0345,22,Oriente,Norte,24
V0440,6,Norte,Oriente,83
V0424,11,Centro,Oriente,77
V0039,20,Oriente,Norte,23
V0130,17,Norte,Oriente,58
V0208,7,Norte,Poniente,15
V0261,18,Oriente,Sur,29
V0279,6,Poniente,Centro,12
V0443,2,Poniente,Centro,42
V0398,1,Norte,Sur,33
V0227,13,Centro,Sur,76
V0351,5,Poniente,Norte,56
V0081,16,Centro,Sur,5
V0248,21,Centro,Norte,7
V0389,11,Poniente,Norte,74
V0181,21,Sur,Oriente,25
V0476,13,Sur,Centro,73
V0266,23,Poniente,Norte,75
V0223,15,Sur,Centro,9
V0368,6,Oriente,Norte,14
V0411,10,Centro,Norte,83
V0157,0,Centro,Poniente,6
V0324,13,Sur,Poniente,21
V0461,15,Norte,Oriente,22
V0043,21,Oriente,Centro,25
V0269,7,Norte,Sur,83
V0133,17,Sur,Oriente,68
V0045,15,Sur,Oriente,59
V0481,4,Centro,Poniente,33
V0076,16,Sur,Norte,71
V0468,14,Oriente,Sur,50
V0439,10,Sur,Norte,47
V0254,2,Oriente,Sur,34
V0241,7,Oriente,Poniente,6
V0333,5,Oriente,Poniente,48
V0329,7,Sur,Norte,11
V0462,0,Centro,Norte,12
V0419,15,Norte,Oriente,56
V0216,20,Centro,Poniente,5
V0416,19,Norte,Poniente,60
V0476,17,Centro,Poniente,42
V0453,4,Poniente,Norte,62
